FundCode,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
5756,-0.792696915307031,-0.9131649542765679,-0.8581672874365314,,1.350417457476778,0.7042877303541586
1738,0.9434692392559191,-0.5478595333841979,-0.23664533609747856,,0.3972290015131571,-0.09496527730390482
6338,-0.792696915307031,-0.9239728069656912,-1.8915679097463989,,,-0.10755888019775282
6035,-0.792696915307031,-0.9953046347139054,,,1.350417457476778,-0.07997888986022571
6531,0.9434692392559191,0.7858294884536259,,,0.3972290015131571,-0.10787372027009903
6546,-0.792696915307031,-0.9066802426630938,,,1.350417457476778,-0.09584682950647419
5088,0.9434692392559191,-0.6040603673676395,-0.7685318212720196,,0.3972290015131571,-0.09483934127496635
5571,0.9434692392559191,0.8722923099666129,-0.34109658179331453,,0.3972290015131571,-0.10655139196624498
5488,-0.792696915307031,-0.9131649542765679,-0.6974160795216632,,,0.052757684640932265
5907,0.9434692392559191,-0.6602612013510809,-0.5344425046770963,,0.3972290015131571,-0.10762184821222208
5840,0.9434692392559191,0.837707181361418,,,0.3972290015131571,-0.10680326402412194
4668,0.9434692392559191,-0.17174625980270458,-0.5966687787086581,,0.3972290015131571,-0.10787372027009903
1958,-0.792696915307031,-0.5586673860733212,-0.5766674763413704,,-1.5091479104140848,-0.09823961405630531
5663,-1.660779992588506,0.22814428969486003,1.0160288232759878,,-0.5559594544504639,-0.1032770552138445
1780,0.9434692392559191,1.3780998158175866,0.6130396200239681,,0.3972290015131571,-0.10378079932959844
501055,0.9434692392559191,0.9198468617987559,-0.4603636070204749,,0.3972290015131571,-0.10384376734406767
5809,0.9434692392559191,0.6863972437136909,1.2471549839646465,,,-0.08665349939396513
6036,-0.792696915307031,-0.7034926121075744,,,1.350417457476778,-0.10787372027009903
6563,-0.792696915307031,-0.9261343775035158,,,,-0.09509121333284332
5572,0.9434692392559191,0.8658075983531389,-0.3677649849496983,,0.3972290015131571,-0.10730700813987587
