FundCode,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
6573,1.4152760224652403,1.990395088640437,,,-0.04572432335686167,-0.19325719964117719
7521,0.4976794804273372,-0.7647609036272133,,,,-0.36316894735634186
6401,1.4152760224652403,0.2846132511966407,,,-0.04572432335686167,-0.3500483490771786
6897,-0.4199170616105659,-0.21153436175354967,,,-2.2557332856051953,-0.3598887977865511
7405,-1.337513603648469,0.5831799563348083,,,-1.1507288044810284,-0.36251291744238373
7095,-0.4199170616105659,-0.7823236509882819,,,1.059280157767305,-0.36316894735634186
6786,-1.337513603648469,1.151773902149407,,,-1.1507288044810284,-0.3533284986469694
6345,1.4152760224652403,-0.009562767101259815,,,-0.04572432335686167,2.2071562555317485
7148,-0.4199170616105659,-0.7559795299466789,,,1.059280157767305,-0.36251291744238373
7358,-0.4199170616105659,-0.7581748733668124,,,,-0.056146947623920716
6509,-0.4199170616105659,-0.8196444891305529,,,,0.03241709076043158
7397,-1.337513603648469,0.6402588852582813,,,-1.1507288044810284,-0.36316894735634186
7063,1.4152760224652403,1.1912900837118117,,,-0.04572432335686167,-0.041714289516841044
6839,-0.4199170616105659,-0.5188824405722516,,,-2.2557332856051953,-0.25558004146720287
7522,0.4976794804273372,-0.7669562470473469,,,,-0.3303674516584336
6574,1.4152760224652403,1.9377068465572305,,,-0.04572432335686167,-0.3618568875284256
7058,-0.4199170616105659,-0.760370216786946,,,1.059280157767305,-0.08173211426828914
5497,-0.4199170616105659,-0.7757376207278812,,,,0.03241709076043158
7199,-0.4199170616105659,-0.7954957115090834,,,,-0.3500483490771786
6402,1.4152760224652403,0.22314363543290022,,,-0.04572432335686167,-0.3421759901096806
6787,-1.337513603648469,1.1429925284688724,,,-1.1507288044810284,-0.3605448277005092
7169,-0.4199170616105659,-0.7537841865265453,,,,2.4636639518893912
7385,1.4152760224652403,-0.35203634064209915,,,,-0.19784940903888432
7271,1.4152760224652403,-0.7889096812486828,,,,-0.35660864821676025
7427,-0.4199170616105659,-0.7296354089050759,,,,0.2954850862576556
6510,-0.4199170616105659,-0.8196444891305529,,,,-0.36316894735634186
6809,-1.337513603648469,0.5151243103106671,,,-1.1507288044810284,-0.3539845285609276
7359,-0.4199170616105659,-0.6440170155198661,,,,-0.26673255000449164
6994,-0.4199170616105659,-0.771346933887614,,,,0.30663759479494457
7165,-0.4199170616105659,-0.760370216786946,,,,1.2021184273478396
7302,-0.4199170616105659,-0.7515888431064118,,,,0.6563015389346463
6969,1.4152760224652403,1.4920521322701124,,,-0.04572432335686167,-0.08698035357995446
6658,-1.337513603648469,0.47999881558852975,,,-1.1507288044810284,-0.3297114217444755
7200,-0.4199170616105659,-0.797691054929217,,,,-0.36316894735634186
3275,-0.4199170616105659,-0.6747518234017362,-0.3343870702149806,,,-0.3500483490771786
6840,-0.4199170616105659,-0.5210777839923852,,,-2.2557332856051953,-0.3461121695934296
6615,1.4152760224652403,2.460198580549024,,,-0.04572432335686167,-0.13683862704077498
7023,-0.4199170616105659,-0.7625655602070796,,,,0.31779010333223334
6549,-0.4199170616105659,-0.6989006010232056,,,1.059280157767305,-0.2929737465628182
6944,-0.4199170616105659,-0.7691515904674804,,,,-0.23130693465075075
6931,-1.337513603648469,0.8093003286085674,,,-1.1507288044810284,-0.3520164388190531
6879,1.4152760224652403,3.9354693588787932,,,-0.04572432335686167,0.7966919405216937
6500,-0.4199170616105659,-0.6198682378983965,,,-2.2557332856051953,-0.10600522108474124
6734,-0.4199170616105659,-0.7735422773077475,,,1.059280157767305,-0.32643127217468465
2063,-1.337513603648469,0.6556262891992166,2.8658564236805835,0.0691885884594504,,-0.36316894735634186
488,-0.4199170616105659,-0.7296354089050759,-0.9926519027239,-1.6498817248022755,,0.3072936247089027
6899,-0.4199170616105659,-0.6769471668218698,,,-2.2557332856051953,-0.3605448277005092
6810,-1.337513603648469,0.5107336234704,,,-1.1507288044810284,-0.36120085761446735
7166,-0.4199170616105659,-0.760370216786946,,,,-0.36316894735634186
4960,-0.4199170616105659,-0.786714337828549,,,,-0.35660864821676025
6781,-1.337513603648469,0.47341278532812897,,,-1.1507288044810284,0.02651282153480811
6976,1.4152760224652403,1.5052241927909142,,,-0.04572432335686167,-0.08107608435433097
6682,-1.337513603648469,1.7093911308633378,,,-1.1507288044810284,0.43784357758657755
161913,1.4152760224652403,2.306524541139673,,,-0.04572432335686167,-0.3539845285609276
7097,-0.4199170616105659,-0.7735422773077475,,,,2.2865358751206863
7309,-0.4199170616105659,-0.9052628825157628,,,,-0.35660864821676025
6604,-1.337513603648469,0.927848873295781,,,-1.1507288044810284,0.5191912869173899
6948,-0.4199170616105659,-0.7406121260057439,,,1.059280157767305,-0.29034962690698557
6501,-0.4199170616105659,-0.628649611578931,,,-2.2557332856051953,-0.33955187045384794
6982,1.4152760224652403,-0.5540079352943891,,,-0.04572432335686167,-0.29559786621865086
7191,-1.337513603648469,0.6314775115777471,,,,-0.3618568875284256
6965,-0.4199170616105659,-0.745002812846011,,,1.059280157767305,-0.1420868663524403
6735,-0.4199170616105659,-0.7779329641480148,,,1.059280157767305,-0.3585767379586347
6364,1.4152760224652403,1.0485927614031283,,,,-0.2076898577482568
6768,1.4152760224652403,1.999176462320971,,,-0.04572432335686167,-0.10338110142890858
7111,1.4152760224652403,0.9190674996152468,,,-0.04572432335686167,-0.3598887977865511
6168,1.4152760224652403,0.8246677325495027,,,-0.04572432335686167,-0.3251192123467683
6870,-0.4199170616105659,-0.7669562470473469,,,1.059280157767305,-0.14667907575014746
6822,1.4152760224652403,2.7741326896281264,,,-0.04572432335686167,-0.2942858063907346
7096,-1.337513603648469,0.833449106230037,,,,-0.36316894735634186
6605,-1.337513603648469,0.8927233785736439,,,-1.1507288044810284,-0.3520164388190531
6179,1.4152760224652403,-0.066641696024733,,,-0.04572432335686167,0.29023684694599045
6533,1.4152760224652403,1.942097533397498,,,,0.7324010089537935
6955,-0.4199170616105659,-0.7537841865265453,,,,1.751871495244782
6966,-0.4199170616105659,-0.7515888431064118,,,1.059280157767305,-0.14930319540598014
3696,-0.4199170616105659,-0.6879238839225377,0.4936190084125908,,,0.4962302399288542
6365,1.4152760224652403,1.0310300140420599,,,,-0.25361195172532836
6983,1.4152760224652403,-0.5671799958151905,,,-0.04572432335686167,-0.24770768249970487
6765,-0.4199170616105659,-0.8020817417694842,,,1.059280157767305,0.42800312887720504
6942,1.4152760224652403,1.044202074562861,,,-0.04572432335686167,0.13147760776811449
6823,1.4152760224652403,2.7170537607046534,,,-0.04572432335686167,-0.25951622095095184
6670,-0.4199170616105659,-0.7735422773077475,,,,-0.29690992604656724
6431,-0.4199170616105659,-0.8108631154500184,,,1.059280157767305,-0.3552965883888439
6881,1.4152760224652403,0.585375299754942,,,-0.04572432335686167,0.16034292398227376
6760,-0.4199170616105659,-0.703291287863473,,,1.059280157767305,-0.33955187045384794
7099,-0.4199170616105659,-0.7296354089050759,,,1.059280157767305,-0.31921494312114485
6700,1.4152760224652403,-0.602305490537328,,,-0.04572432335686167,-0.15258334497577095
6871,-0.4199170616105659,-0.7691515904674804,,,1.059280157767305,-0.3539845285609276
6961,-0.4199170616105659,-0.8789187614741597,,,1.059280157767305,-0.2549240115532447
6751,-1.337513603648469,3.487619301171542,,,-1.1507288044810284,0.113764800091244
7006,-0.4199170616105659,-0.7625655602070796,,,1.059280157767305,-0.35923276787259295
6122,1.4152760224652403,1.8520884531720203,,,-0.04572432335686167,0.010768103599812137
7017,-0.4199170616105659,-0.6945099141829385,,,1.059280157767305,-0.28313329785344576
6766,-0.4199170616105659,-0.8020817417694842,,,1.059280157767305,-0.36316894735634186
6974,-0.4199170616105659,-0.7581748733668124,,,1.059280157767305,0.02848091127668256
6848,-0.4199170616105659,-0.8591606706929573,,,1.059280157767305,-0.07385975530079114
6432,-0.4199170616105659,-0.8174491457104193,,,1.059280157767305,-0.3618568875284256
6943,1.4152760224652403,1.0046858930004567,,,-0.04572432335686167,-0.3618568875284256
6854,-0.4199170616105659,-0.771346933887614,,,1.059280157767305,-0.31921494312114485
6005,1.4152760224652403,0.3526688972207818,,,-0.04572432335686167,-0.2627963705207426
6701,1.4152760224652403,-0.617672894478263,,,-0.04572432335686167,-0.30412625510010705
6121,1.4152760224652403,0.47341278532812897,,,-0.04572432335686167,-0.24639562267178852
6925,-0.4199170616105659,-0.7515888431064118,,,,-0.0974768322032851
6998,-0.4199170616105659,-0.7537841865265453,,,1.059280157767305,-0.04827458865642273
7007,-0.4199170616105659,-0.771346933887614,,,1.059280157767305,-0.34742422942134593
6975,-0.4199170616105659,-0.760370216786946,,,1.059280157767305,0.17608764191726972
6952,1.4152760224652403,-0.6308449549990645,,,-0.04572432335686167,0.6740143466115169
6962,-0.4199170616105659,-0.8811141048942932,,,1.059280157767305,-0.35660864821676025
6832,-0.4199170616105659,-0.47278022874944636,,,,-0.25886019103699365
6535,1.4152760224652403,-0.7164633483842744,,,-0.04572432335686167,-0.3461121695934296
6849,-0.4199170616105659,-0.8591606706929573,,,1.059280157767305,-0.3605448277005092
6218,1.4152760224652403,0.25826913015503766,,,-0.04572432335686167,0.9285539532272848
7019,-0.4199170616105659,-0.6989006010232056,,,1.059280157767305,-0.2509878320694957
6855,-0.4199170616105659,-0.771346933887614,,,1.059280157767305,-0.3329915713142663
6006,1.4152760224652403,0.319738745918778,,,-0.04572432335686167,-0.3087184644978142
6989,-0.4199170616105659,-0.7296354089050759,,,1.059280157767305,-0.08698035357995446
6999,-0.4199170616105659,-0.7581748733668124,,,1.059280157767305,-0.28313329785344576
6923,-1.337513603648469,0.14630661572822481,,,-1.1507288044810284,-0.1420868663524403
6973,1.4152760224652403,-0.45960816822864486,,,-0.04572432335686167,-0.2431154731019977
6833,-0.4199170616105659,-0.47717091558971353,,,,-0.36251291744238373
7100,-0.4199170616105659,-0.5935241168567935,,,-2.2557332856051953,-0.36316894735634186
7034,-0.4199170616105659,-0.771346933887614,,,1.059280157767305,-0.2542679816392865
7030,-0.4199170616105659,-0.786714337828549,,,1.059280157767305,-0.33495966105614083
6921,1.4152760224652403,0.8488165101709721,,,-0.04572432335686167,1.5157007262198425
5680,1.4152760224652403,1.733539908484807,,,-0.04572432335686167,-0.11190949031036472
6536,1.4152760224652403,-0.7471981562661445,,,-0.04572432335686167,-0.35660864821676025
160925,-1.337513603648469,0.4690220984878618,,,-1.1507288044810284,0.22725797520600655
6199,1.4152760224652403,-0.4837569458501143,,,-0.04572432335686167,-0.3100305243257305
7035,-0.4199170616105659,-0.7559795299466789,,,1.059280157767305,6.488407474022733
7026,-0.4199170616105659,-0.7625655602070796,,,1.059280157767305,1.0276144702349677
6890,1.4152760224652403,0.37023164458185054,,,-0.04572432335686167,0.19052030002434928
6930,-1.337513603648469,0.8158863588689683,,,-1.1507288044810284,-0.3520164388190531
6924,-1.337513603648469,0.1419159288879575,,,-1.1507288044810284,-0.34480010976551323
7130,-1.337513603648469,2.2977431674591386,,,-1.1507288044810284,1.589176076583157
6990,-0.4199170616105659,-0.7362214391654766,,,1.059280157767305,-0.2851013875953202
6887,1.4152760224652403,0.5568358352932051,,,-0.04572432335686167,-0.2883815371651111
6947,-0.4199170616105659,-0.734026095745343,,,1.059280157767305,-0.26148431069282635
6985,-0.4199170616105659,-0.7559795299466789,,,1.059280157767305,-0.05483488779600436
7031,-0.4199170616105659,-0.7933003680889499,,,1.059280157767305,-0.3388958405398898
6624,1.4152760224652403,0.9322395601360484,,,,0.4817975818217746
6,1.4152760224652403,1.5644984651345206,,,-0.04572432335686167,-0.27329284914407326
7027,-0.4199170616105659,-0.7647609036272133,,,1.059280157767305,-0.36251291744238373
6477,1.4152760224652403,-0.15445543283007648,,,-0.04572432335686167,-0.34808025933530407
161912,1.4152760224652403,2.3196966016604743,,,-0.04572432335686167,-0.037122080119133934
6207,-0.4199170616105659,-0.5583986221346562,,,-2.2557332856051953,0.32172628281598226
6750,-0.4199170616105659,-0.771346933887614,,,,2.966182865981345
6449,1.4152760224652403,1.3274013757600938,,,-0.04572432335686167,-0.28378932776740395
6898,-0.4199170616105659,-0.6725564799816026,,,-2.2557332856051953,-0.03515399037725942
7011,-0.4199170616105659,-0.7537841865265453,,,1.059280157767305,-0.36316894735634186
6875,-0.4199170616105659,-0.7076819747037401,,,1.059280157767305,-0.3500483490771786
7075,-0.4199170616105659,-0.6901192273426713,,,1.059280157767305,-0.3408639302817643
7000,-0.4199170616105659,-0.7559795299466789,,,,5.2262059195672235
6229,-1.337513603648469,1.0551787916635291,,,-1.1507288044810284,-0.33561569097009897
6208,-0.4199170616105659,-0.5627893089749234,,,,-0.36316894735634186
6932,-0.4199170616105659,-0.786714337828549,,,,-0.3303674516584336
6771,-0.4199170616105659,-0.760370216786946,,,,0.9515150002158205
6227,1.4152760224652403,2.97829962770055,,,-0.04572432335686167,-0.2883815371651111
6885,-0.4199170616105659,-0.7384167825856102,,,1.059280157767305,-0.0974768322032851
6357,-0.4199170616105659,-0.09957184732673681,,,-2.2557332856051953,-0.3500483490771786
6391,-0.4199170616105659,2.2801804200980698,,,1.059280157767305,-0.36316894735634186
7043,1.4152760224652403,1.7071957874432038,,,-0.04572432335686167,-0.36251291744238373
6903,-0.4199170616105659,-0.7691515904674804,,,1.059280157767305,-0.19719337912492618
7089,-1.337513603648469,1.7203678479640057,,,-1.1507288044810284,-0.36120085761446735
6692,-1.337513603648469,1.0551787916635291,,,-1.1507288044810284,-0.35595261830280206
6522,1.4152760224652403,0.6709936931401516,,,-0.04572432335686167,-0.24901974232762117
6155,1.4152760224652403,-0.5715706826554577,,,-0.04572432335686167,-0.3382398106259316
6714,-0.4199170616105659,-0.7625655602070796,,,,-0.0974768322032851
7085,1.4152760224652403,-0.4530221379682441,,,,-0.36251291744238373
6780,1.4152760224652403,0.5875706431750753,,,-0.04572432335686167,0.27842830849474337
7001,-0.4199170616105659,-0.7537841865265453,,,,-0.36316894735634186
6834,-0.4199170616105659,-0.7625655602070796,,,1.059280157767305,-0.19391322955513532
6933,-0.4199170616105659,-0.7845189944084154,,,,-0.36316894735634186
6489,-0.4199170616105659,-0.7669562470473469,,,,0.3637121973093049
7038,-0.4199170616105659,-0.7691515904674804,,,1.059280157767305,-0.36316894735634186
6698,-1.337513603648469,0.5019522497898656,,,-1.1507288044810284,-0.3585767379586347
7073,-0.4199170616105659,-0.6352356418393317,,,1.059280157767305,-0.35660864821676025
6156,1.4152760224652403,-0.5847427431762593,,,-0.04572432335686167,-0.3362717208840571
6392,1.4152760224652403,2.0101531794216387,,,-0.04572432335686167,-0.31921494312114485
6693,-1.337513603648469,1.039811387722594,,,-1.1507288044810284,-0.3618568875284256
6919,-0.4199170616105659,-0.7669562470473469,,,,1.6121371235716926
7072,1.4152760224652403,-0.7252447220648087,,,-0.04572432335686167,-0.30347022518614886
6523,1.4152760224652403,0.6556262891992166,,,-0.04572432335686167,-0.32052700294906117
6167,1.4152760224652403,0.8597932272716401,,,-0.04572432335686167,-0.16373585351305975
6490,-0.4199170616105659,-0.771346933887614,,,,-0.36316894735634186
7020,-0.4199170616105659,-0.7559795299466789,,,1.059280157767305,-0.35923276787259295
6826,-0.4199170616105659,-0.7581748733668124,,,,0.2069210478733034
6014,1.4152760224652403,0.7083145312824226,,,,-0.28247726793948763
6835,-0.4199170616105659,-0.771346933887614,,,1.059280157767305,-0.2509878320694957
6699,-1.337513603648469,0.49756156294959847,,,-1.1507288044810284,-0.35923276787259295
7040,1.4152760224652403,-0.16982283677101156,,,,-0.36316894735634186
6889,-0.4199170616105659,-0.7647609036272133,,,,0.9541391198716531
6818,-1.337513603648469,0.6622123194596172,,,-1.1507288044810284,-0.2582041611230355
6601,1.4152760224652403,0.02117204078061035,,,-0.04572432335686167,-0.2687006397463661
6721,1.4152760224652403,0.8114956720287011,,,-0.04572432335686167,-0.33167951148635
6600,-1.337513603648469,0.8466211667508385,,,-1.1507288044810284,-0.26148431069282635
6928,-1.337513603648469,1.118843750847403,,,-1.1507288044810284,-0.34939231916322044
7046,1.4152760224652403,1.298861911298357,,,-0.04572432335686167,-0.32577524226072646
6915,-0.4199170616105659,-0.7384167825856102,,,,0.9659476583229003
6254,-0.4199170616105659,-0.5035150366313166,,,-2.2557332856051953,-0.08894844332182897
5350,-0.4199170616105659,-0.7779329641480148,,,1.059280157767305,-0.2772290286278223
6941,-0.4199170616105659,-0.7515888431064118,,,,-0.23065090473679256
7036,-0.4199170616105659,-0.7889096812486828,,,,-0.36316894735634186
6051,1.4152760224652403,-0.09737650390660331,,,-0.04572432335686167,0.27711624866682705
6643,1.4152760224652403,0.6863610970810867,,,-0.04572432335686167,-0.34480010976551323
6819,-1.337513603648469,0.6512356023589493,,,-1.1507288044810284,-0.34676819950738774
7041,1.4152760224652403,1.6632889190405322,,,,-0.36316894735634186
6783,-1.337513603648469,1.4920521322701124,,,-1.1507288044810284,-0.35923276787259295
6857,1.4152760224652403,0.7522213996850944,,,-0.04572432335686167,-0.3362717208840571
6934,-0.4199170616105659,-0.7801283075681483,,,,0.9495469104739462
6603,-1.337513603648469,0.6797750668206861,,,-1.1507288044810284,-0.20834588766221498
6726,-1.337513603648469,0.9563883377575179,,,-1.1507288044810284,-0.2923177166488601
5914,1.4152760224652403,1.4152151125654375,,,-0.04572432335686167,-0.2549240115532447
6929,-0.4199170616105659,-0.7098773181238736,,,1.059280157767305,1.000717243762683
6270,1.4152760224652403,-0.1281113117884735,,,-0.04572432335686167,-0.26804460983240797
6916,-0.4199170616105659,-0.7428074694258774,,,,-0.36316894735634186
6867,-0.4199170616105659,-0.020539484201927753,,,-2.2557332856051953,-0.19522528938305167
6796,1.4152760224652403,0.7214865918032243,,,-0.04572432335686167,-0.3146227337234377
6644,1.4152760224652403,0.6007427036958769,,,-0.04572432335686167,-0.18669690050159551
6784,-1.337513603648469,1.4854661020097117,,,-1.1507288044810284,-0.35923276787259295
6868,-1.337513603648469,1.5403496875130516,,,-1.1507288044810284,0.4653968339728205
3297,-0.4199170616105659,-0.7428074694258774,,,,-0.3021581653582326
7042,1.4152760224652403,2.5480123173543676,,,,-0.36316894735634186
6052,1.4152760224652403,-0.11932993810793903,,,-0.04572432335686167,-0.35595261830280206
6610,1.4152760224652403,0.18582279729062925,,,-0.04572432335686167,-0.35595261830280206
6858,1.4152760224652403,0.74344002600456,,,-0.04572432335686167,-0.30412625510010705
6813,1.4152760224652403,0.9322395601360484,,,-0.04572432335686167,-0.2765729987138641
6316,-0.4199170616105659,-0.7779329641480148,,,,-0.29690992604656724
6935,-0.4199170616105659,-0.7823236509882819,,,,-0.36316894735634186
7048,1.4152760224652403,-0.6154775510581294,,,,-0.34151996019572245
6451,-0.4199170616105659,-0.8152538022902858,,,1.059280157767305,0.2102011974430943
6874,-0.4199170616105659,-0.7010959444433392,,,1.059280157767305,-0.196537349210968
6271,1.4152760224652403,-0.14567405914954212,,,-0.04572432335686167,-0.3605448277005092
5513,-0.4199170616105659,-0.7559795299466789,,,1.059280157767305,-0.2765729987138641
7010,-0.4199170616105659,-0.7515888431064118,,,1.059280157767305,7.938233583870277
6803,-1.337513603648469,0.49536621952946486,,,-1.1507288044810284,-0.29625389613260905
6749,1.4152760224652403,0.010195323679942412,,,-0.04572432335686167,-0.3618568875284256
7039,-1.337513603648469,0.8971140654139109,,,-1.1507288044810284,-0.36316894735634186
6913,-0.4199170616105659,-0.7647609036272133,,,,0.706159812395467
6785,1.4152760224652403,1.2725177902567542,,,-0.04572432335686167,-0.3244631824328102
1900,1.4152760224652403,0.9498023074971169,,,-0.04572432335686167,-0.3126546439815632
6250,1.4152760224652403,1.2483690126352847,,,-0.04572432335686167,-0.3251192123467683
501063,1.4152760224652403,-0.12152528152807268,,,,0.2790843384087015
6650,-0.4199170616105659,-0.47278022874944636,,,-2.2557332856051953,-0.22671472525304356
6816,-1.337513603648469,0.5195149971509342,,,-1.1507288044810284,-0.3552965883888439
6452,-0.4199170616105659,-0.8108631154500184,,,1.059280157767305,-0.36316894735634186
6774,-0.4199170616105659,-0.7537841865265453,,,1.059280157767305,-0.27132475940219886
6352,-1.337513603648469,0.049711505242347014,,,-1.1507288044810284,-0.3598887977865511
7049,1.4152760224652403,-0.7669562470473469,,,,-0.2076898577482568
6902,-0.4199170616105659,-0.760370216786946,,,1.059280157767305,-0.08238814418224728
5514,-0.4199170616105659,-0.7625655602070796,,,1.059280157767305,-0.3618568875284256
6884,-0.4199170616105659,-0.7296354089050759,,,1.059280157767305,0.36240013748138855
6755,1.4152760224652403,0.001413949999408123,,,-0.04572432335686167,-0.3585767379586347
6914,-0.4199170616105659,-0.771346933887614,,,,-0.36316894735634186
6709,1.4152760224652403,-0.33227824986089693,,,-0.04572432335686167,-0.3533284986469694
6917,-0.4199170616105659,-0.786714337828549,,,,-0.36316894735634186
6356,-0.4199170616105659,-0.09518116048646967,,,-2.2557332856051953,-0.36251291744238373
6556,1.4152760224652403,0.6775797234005525,,,-0.04572432335686167,-0.3618568875284256
6281,1.4152760224652403,2.1682179056712574,,,-0.04572432335686167,-0.3139667038094795
6817,-1.337513603648469,0.5173196537308007,,,-1.1507288044810284,-0.3618568875284256
6228,-1.337513603648469,1.0924996298058,,,-1.1507288044810284,-0.22343457568325276
6776,-0.4199170616105659,-0.7559795299466789,,,,1.160132512854517
6527,1.4152760224652403,0.9585836811776512,,,-0.04572432335686167,-0.3408639302817643
6613,-0.4199170616105659,-0.7669562470473469,,,1.059280157767305,-0.27985314828365493
6938,-1.337513603648469,1.687437696662002,,,-1.1507288044810284,-0.3500483490771786
501069,-1.337513603648469,1.4942474756902464,,,-1.1507288044810284,-0.32708730208864284
6841,-0.4199170616105659,-0.7735422773077475,,,1.059280157767305,-0.17160821248055774
6202,1.4152760224652403,0.9937091758997887,,,-0.04572432335686167,-0.16439188342701794
6013,1.4152760224652403,0.7170959049629569,,,,-0.15520746463160362
6710,1.4152760224652403,-0.34984099722196554,,,-0.04572432335686167,-0.33561569097009897
5970,-1.337513603648469,0.9761464285387201,,,-1.1507288044810284,-0.3283993619165591
6557,1.4152760224652403,0.6951424707616211,,,-0.04572432335686167,-0.36251291744238373
6815,1.4152760224652403,0.574398582654274,,,-0.04572432335686167,-0.34283202002363883
